	Subject	Predicate	Object	Pubmed	Title	Evidence
252	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:11753 ! TFEB)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Our data show that SARS 3a activates TFEB.
251	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:11753 ! TFEB)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	SARS 3a induces TFEB activation.
242	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	While expression of SARS 3a C133A alone showed similar behavior to WT SARS 3a (minimal necrotic death), the SARS 3a C133A mutant induced significantly less necrotic death than the WT upon co-transfection with Rip3, indicating that the oligomerization of SARS 3a is important for Rip3 and SARS 3a driven necrotic cell death.
38	p(HGNC:11753 ! TFEB)	increases	p(HGNC:11753 ! TFEB)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	We next checked whether SARS 3a mediated TFEB nuclear translocation induced TFEB target gene expression.
249	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	decreases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Addition of an MLKL inhibitor did not reduce necrotic cell death driven by the co-expression of Rip3 and SARS 3a.
248	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	MLKL is dispensable for necrotic cell death driven by Rip3 and SARS 3a.
247	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Given that HeLa cells express endogenous MLKL, and co-expression of Rip3 and SARS 3a caused necrotic cell death, we addressed whether SARS 3a/Rip3 mediated cell death was MLKL dependent.
246	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Although SARS 3a interacts with Rip3 and Rip3 enhances oligomerization of SARS 3a causing necrotic cell death, this appears to be independent from, and may even partially inhibit Rip3-MLKL necroptotic signaling.
245	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	In summary, Rip3 mediated oligomerization of SARS 3a causes necrotic cell death, lysosomal damage, and caspase-1 activation -- all likely contributing to the clinical manifestations of SARS-CoV infection.
244	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(GO:""GO:0070265"" ! ""necrotic cell death"")"	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Based on the shared ability of MLKL and SARS 3a to oligomerize and insert into membranes, we addressed whether Rip3 could target SARS 3a to drive necrotic cell death.
250	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	p(HGNC:1050 ! BID)	30185776	{SARS}-Coronavirus Open Reading Frame-3a drives multimodal necrotic cell death.	Expression of SARS 3a induced cleavage of Bid, which was reversed by the addition of the cathepsin inhibitors E64D and pepstatin A.
345	p(HGNC:2973 ! DNM1L)	increases	p(HGNC:5434 ! IFNB1)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Lowered DRP1 levels impaired the MAVS induced increase IFN-beta reporter activity although not nearly as effectively as did the 9b-FLAG construct (XREF_FIG).
377	"a(TEXT:""SARS-CoV ORF-9b"")"	increases	"a(TEXT:""MAVS/TRAF3/TRAF6 signalosome"")"	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	SARS-CoV ORF-9b suppresses innate immunity by targeting mitochondria and the MAVS/TRAF3/TRAF6 signalosome.
344	p(HGNC:2973 ! DNM1L)	increases	p(HGNC:2973 ! DNM1L)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Inhibitors of autophagy increased DRP1 levels in HEK 293T cells and increasing autophagy reduced DRP1 levels in neurons, however an autophagy inhibitor did not reverse the lowered DRP1 levels observed in the ORF-9b expressing cells.
378	"a(TEXT:""SARS-CoV ORF-9b"")"	decreases	"bp(GO:""GO:0045087"" ! ""innate immune response"")"	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	SARS-CoV ORF-9b suppresses innate immunity by targeting mitochondria and the MAVS/TRAF3/TRAF6 signalosome.
343	p(HGNC:2973 ! DNM1L)	decreases	p(HGNC:2973 ! DNM1L)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	The DRP1 shRNA appropriately decreased DRP1 expression, but did not impact endogenous MAVS expression (XREF_FIG).
352	"a(TEXT:""ORF-7a"")"	increases	p(FPLX:NFkappaB ! NFkappaB)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	ORF-3a triggers cellular apoptosis, ORF-7a activates nuclear factor-kappaB (NF-kappaB), ORF3b upregulates the expression of several cytokines and chemokines, ORF-6 reduces interferon production; ORF-8a triggers cellular apoptosis, and ORF-8b induces cellular DNA synthesis.
169	p(FPLX:Interferon ! Interferon)	decreases	"a(TEXT:""SARS-CoV ORF-9b"")"	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	SARS-CoV ORF-9b limits interferon signaling by degrading the MAVS signalosome.
664	complex(p(HGNC:29233 ! MAVS), p(UP:P0C5A6 ! P0C5A6))	increases	"a(TEXT:""MAVS/TRAF3/TRAF6 signalosome"")"	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Our working hypothesis is that the ORF-9b and MAVS interaction triggered a partial assembly of the MAVS/TRAF3/TRAF6 signalosome, which leads to a signal that recruits PCBP2 and AIP4.
173	"a(TEXT:""9b-GFP"")"	decreases	p(HGNC:2973 ! DNM1L)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Expression of 9b-GFP in HEK 293 cells reduced DRP1 levels by approximately 70% via a mechanism sensitive to proteasome inhibition, but not autophagic degradation inhibition (XREF_FIG).
202	p(HGNC:29233 ! MAVS)	increases	"bp(GO:""GO:0051179"" ! localization)"	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Finally, the ORF-9b mediated loss of MAVS may further limit host innate responses by reducing NLRP3 inflammasome activity as MAVS promotes NLRP3 mitochondrial localization and inflammasome activation.
203	p(HGNC:29233 ! MAVS)	increases	p(HGNC:16400 ! NLRP3)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Finally, the ORF-9b mediated loss of MAVS may further limit host innate responses by reducing NLRP3 inflammasome activity as MAVS promotes NLRP3 mitochondrial localization and inflammasome activation.
204	p(HGNC:29233 ! MAVS)	decreases	p(HGNC:16400 ! NLRP3)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Finally, the ORF-9b mediated loss of MAVS may further limit host innate responses by reducing NLRP3 inflammasome activity as MAVS promotes NLRP3 mitochondrial localization and inflammasome activation.
205	p(HGNC:29233 ! MAVS)	decreases	p(HGNC:5434 ! IFNB1)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Lowered DRP1 levels impaired the MAVS induced increase IFN-beta reporter activity although not nearly as effectively as did the 9b-FLAG construct (XREF_FIG).
626	"bp(MESH:D044767 ! ""Ubiquitin-Protein Ligases"")"	increases	p(HGNC:2973 ! DNM1L, pmod(Ub))	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	The reduced Parkin expression did not alter the mitochondrial morphology changes triggered by ORF-9b expression arguing that another E3 ligase ubiquitinates DRP1 following ORF-9b expression (C. Shi, unpublished result).
628	p(HGNC:21698 ! RNF216)	increases	p(HGNC:12033 ! TRAF3)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	While TRAF3 is directly targeted by the E3 ligase Triad3, which also negatively regulates MAVS signaling, Triad3 does not cause MAVS degradation.
629	p(HGNC:21698 ! RNF216)	decreases	p(HGNC:29233 ! MAVS)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	While TRAF3 is directly targeted by the E3 ligase Triad3, which also negatively regulates MAVS signaling, Triad3 does not cause MAVS degradation.
667	p(UP:P42541 ! P42541)	decreases	"bp(GO:""GO:0001816"" ! ""cytokine production"")"	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	ORF-3a triggers cellular apoptosis, ORF-7a activates nuclear factor-kappaB (NF-kappaB), ORF3b upregulates the expression of several cytokines and chemokines, ORF-6 reduces interferon production; ORF-8a triggers cellular apoptosis, and ORF-8b induces cellular DNA synthesis.
276	p(HGNC:12036 ! TRAF6)	increases	p(HGNC:18076 ! ARL6IP4)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	It is unlikely that TRAF3 and TRAF6 are direct targets of the PCBP2 and AIP4, but rather are indirectly targeted for destruction by their association with MAVS.
277	p(HGNC:12036 ! TRAF6)	increases	p(HGNC:8648 ! PCBP2)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	It is unlikely that TRAF3 and TRAF6 are direct targets of the PCBP2 and AIP4, but rather are indirectly targeted for destruction by their association with MAVS.
663	p(UP:P0C5A6 ! P0C5A6)	decreases	p(HGNC:12033 ! TRAF3)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Also, acting on mitochondria, ORF-9b targets the mitochondrial associated adaptor molecule MAVS signalosome by usurping PCBP2 and the HECT domain E3 ligase AIP4 to trigger the degradation of MAVS, TRAF3, and TRAF 6.
662	p(UP:P0C5A6 ! P0C5A6)	decreases	p(PFAM:PF13728 ! TRAF)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Also, acting on mitochondria, ORF-9b targets the mitochondrial associated adaptor molecule MAVS signalosome by usurping PCBP2 and the HECT domain E3 ligase AIP4 to trigger the degradation of MAVS, TRAF3, and TRAF 6.
294	p(HGNC:12033 ! TRAF3)	increases	p(HGNC:18076 ! ARL6IP4)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	It is unlikely that TRAF3 and TRAF6 are direct targets of the PCBP2 and AIP4, but rather are indirectly targeted for destruction by their association with MAVS.
295	p(HGNC:12033 ! TRAF3)	increases	p(HGNC:8648 ! PCBP2)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	It is unlikely that TRAF3 and TRAF6 are direct targets of the PCBP2 and AIP4, but rather are indirectly targeted for destruction by their association with MAVS.
449	"a(TEXT:""metapneumovirus M2-2 protein"")"	decreases	"bp(GO:""GO:0006955"" ! ""immune response"")"	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	For example, the human metapneumovirus M2-2 protein inhibits cellular immunity by inhibiting MAVS signaling.
448	"a(TEXT:""metapneumovirus M2-2 protein"")"	increases	p(HGNC:29233 ! MAVS)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	For example, the human metapneumovirus M2-2 protein inhibits cellular immunity by inhibiting MAVS signaling.
658	p(UP:P0C5A6 ! P0C5A6)	increases	p(HGNC:18076 ! ARL6IP4)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Also, acting on mitochondria, ORF-9b targets the mitochondrial associated adaptor molecule MAVS signalosome by usurping PCBP2 and the HECT domain E3 ligase AIP4 to trigger the degradation of MAVS, TRAF3, and TRAF 6.
172	"a(TEXT:""9b-GFP"")"	increases	p(FPLX:MAP1LC3 ! MAP1LC3)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	The induction of autophagy by ORF-9b depended upon ATG5, an important regulator of autophagosome formation, as reducing its expression decreased 9b-GFP triggered LC3 processing (XREF_FIG).
661	p(UP:P0C5A6 ! P0C5A6)	increases	p(HGNC:8648 ! PCBP2)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Also, acting on mitochondria, ORF-9b targets the mitochondrial associated adaptor molecule MAVS signalosome by usurping PCBP2 and the HECT domain E3 ligase AIP4 to trigger the degradation of MAVS, TRAF3, and TRAF 6.
660	p(UP:P0C5A6 ! P0C5A6)	decreases	p(HGNC:29233 ! MAVS)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Also, acting on mitochondria, ORF-9b targets the mitochondrial associated adaptor molecule MAVS signalosome by usurping PCBP2 and the HECT domain E3 ligase AIP4 to trigger the degradation of MAVS, TRAF3, and TRAF 6.
659	p(UP:P0C5A6 ! P0C5A6)	increases	p(HGNC:29233 ! MAVS)	25135833	{SARS}-coronavirus open reading frame-9b suppresses innate immunity by targeting mitochondria and the {MAVS}/{TRAF3}/{TRAF6} signalosome.	Also, acting on mitochondria, ORF-9b targets the mitochondrial associated adaptor molecule MAVS signalosome by usurping PCBP2 and the HECT domain E3 ligase AIP4 to trigger the degradation of MAVS, TRAF3, and TRAF 6.
495	"a(CHEBI:37670 ! ""protease inhibitor"")"	decreases	a(TEXT:ENTRY)	32142651	{SARS}-{CoV}-2 Cell Entry Depends on {ACE2} and {TMPR\SS2} and Is Blocked by a Clinically Proven Protease Inhibitor.	SARS-CoV-2 Cell Entry Depends on ACE2 and TMPRSS2 and Is Blocked by a Clinically Proven Protease Inhibitor.
494	"a(CHEBI:37670 ! ""protease inhibitor"")"	increases	p(HGNC:11876 ! TMPRSS2)	32142651	{SARS}-{CoV}-2 Cell Entry Depends on {ACE2} and {TMPR\SS2} and Is Blocked by a Clinically Proven Protease Inhibitor.	In this context, it is noteworthy that the serine protease inhibitor camostat mesylate, which blocks TMPRSS2 activity, has been approved in Japan for human use, but for an unrelated indication.
